"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1976","1976",5.45474,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1977","1977",4.45267,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1978","1978",4.53253,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1979","1979",4.46766,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1980","1980",4.23265,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1981","1981",4.44055,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1982","1982",4.5327,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1984","1984",4.04568,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1985","1985",3.5463,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1986","1986",3.43031,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1987","1987",3.91739,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1988","1988",4.42586,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1989","1989",4.81824,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1994","1994",5.92605,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1995","1995",5.74213,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1996","1996",6.38372,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1997","1997",6.15722,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","1999","1999",6.63621,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2001","2001",6.56049,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2002","2002",6.40699,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2003","2003",6.43753,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2004","2004",6.51203,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2005","2005",6.27896,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2006","2006",5.95276,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2007","2007",5.91594,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2008","2008",5.50617,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2009","2009",6.28067,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2010","2010",7.00129,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2011","2011",6.93488,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2012","2012",7.15063,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2013","2013",6.69998,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2014","2014",6.34445,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2015","2015",6.33739,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2016","2016",6.43335,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","NZL","New Zealand","2017","2017",6.28367,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","1998","1998",1.11718,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","1999","1999",0.95427,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2000","2000",0.94738,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2002","2002",1.15017,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2003","2003",1.15009,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2004","2004",1.00212,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2005","2005",1.04468,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2006","2006",0.90503,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2007","2007",0.75722,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2008","2008",0.80889,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2009","2009",0.84755,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2010","2010",1.27298,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2011","2011",1.59856,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2012","2012",2.27391,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2013","2013",0.92116,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2014","2014",0.86821,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2015","2015",1.25819,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2016","2016",1.2088,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2017","2017",0.99853,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2018","2018",1.05369,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1970","1970",0.91883,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1971","1971",1.03956,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1972","1972",1.24228,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1974","1974",0.91951,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1975","1975",0.96447,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1977","1977",0.90897,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1983","1983",0.59413,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1984","1984",0.2691,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1987","1987",0.18049,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1988","1988",0.17932,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1990","1990",0.11315,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1992","1992",0.11744,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1993","1993",0.09318,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","1994","1994",0.09637,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2006","2006",0.64662,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2007","2007",0.63534,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",1.30861,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",1.24037,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1971","1971",1.10037,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1973","1973",1.06667,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1974","1974",1.11714,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1975","1975",1.32115,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1976","1976",0.94321,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1982","1982",1.42713,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1983","1983",0.93525,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1984","1984",0.889,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1985","1985",1.15781,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","1988","1988",3.08444,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2004","2004",0.8574,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2010","2010",0.68669,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2011","2011",0.75509,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2012","2012",0.51319,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2013","2013",0.502,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UGA","Uganda","2014","2014",0.4739,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1978","1978",1.47172,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1979","1979",1.49618,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1980","1980",1.72754,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1981","1981",3.28283,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1987","1987",2.18514,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1988","1988",2.07994,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","1989","1989",2.38898,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2000","2000",1.97294,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2005","2005",1.77067,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2007","2007",1.83788,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2008","2008",1.59123,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2010","2010",1.69553,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2011","2011",1.3908,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2012","2012",1.59628,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2013","2013",1.42179,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2015","2015",1.1865,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2016","2016",1.18346,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","RWA","Rwanda","2018","2018",0.878,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1973","1973",0.01723,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1974","1974",0.01657,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1975","1975",0.03474,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1976","1976",0.10271,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1977","1977",0.15676,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1985","1985",0.07734,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1986","1986",0.08763,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1988","1988",0.08596,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1989","1989",0.09995,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1990","1990",0.08227,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1991","1991",0.11215,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1992","1992",0.09648,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1993","1993",0.08007,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1994","1994",0.1341,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1995","1995",0.13747,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1996","1996",0.11724,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","1997","1997",0.13663,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2001","2001",0.26701,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2002","2002",0.29428,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2003","2003",0.30799,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2004","2004",0.2184,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2005","2005",0.22392,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2007","2007",0.37536,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2008","2008",0.34116,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2009","2009",0.51032,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2010","2010",0.25183,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2011","2011",0.21321,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2012","2012",0.19929,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2013","2013",0.21228,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2014","2014",0.20292,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2015","2015",0.19438,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2016","2016",0.2,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2017","2017",0.19827,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2018","2018",0.21852,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JAM","Jamaica","2019","2019",0.2069,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1973","1973",4.1079,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1975","1975",3.43442,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1985","1985",3.03449,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1990","1990",3.1362,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1991","1991",3.15065,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1992","1992",3.47605,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","1998","1998",2.15227,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2003","2003",1.66627,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2004","2004",1.77588,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2005","2005",1.98877,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2009","2009",2.61519,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2010","2010",2.64421,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2014","2014",1.78285,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2015","2015",1.6986,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BMU","Bermuda","2017","2017",1.50039,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2014","2014",0.05617,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2015","2015",0.20852,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2016","2016",0.21752,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2017","2017",0.20959,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2018","2018",0.20486,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",0.28086,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","1970","1970",10.57367,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","1971","1971",8.93536,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","1973","1973",7.24023,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2001","2001",2.90477,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2005","2005",3.04633,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2006","2006",3.57675,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2007","2007",3.1519,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2009","2009",3.47629,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2010","2010",3.817,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2015","2015",5.13479,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2017","2017",2.35899,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","VGB","British Virgin Islands","2018","2018",2.46599,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2000","2000",0.17907,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2001","2001",0.06459,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2002","2002",0.0542,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2003","2003",0.0423,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2004","2004",0.04461,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2006","2006",0.22901,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2007","2007",0.27036,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2008","2008",0.11775,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2009","2009",0.14255,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2010","2010",0.10283,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2011","2011",0.08837,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2016","2016",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MYS","Malaysia","2019","2019",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1971","1971",0.30793,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1975","1975",0.47981,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1979","1979",0.75845,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1980","1980",0.87061,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1981","1981",0.80777,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","1982","1982",0.74084,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2010","2010",2.16201,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2011","2011",2.14557,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2012","2012",1.53942,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2013","2013",2.07295,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2014","2014",2.18412,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2015","2015",1.84589,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2016","2016",1.83096,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AFG","Afghanistan","2017","2017",1.79364,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2001","2001",1.28931,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2004","2004",1.80819,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2005","2005",1.58913,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2006","2006",1.03258,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2007","2007",0.94558,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2008","2008",1.01101,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2009","2009",0.93317,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2010","2010",0.96845,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2011","2011",1.54339,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2012","2012",1.56335,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2013","2013",0.78052,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GHA","Ghana","2014","2014",0.68648,,
